,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
36659,36660,2014,3,8,11,1,148.0,151.0,177.0,205.0,-5.0,48.0,1024.0,5.0,cv,2.68,0.0,0.0
36660,36661,2014,3,8,12,1,155.0,156.0,185.0,201.0,-6.0,41.0,1023.0,6.0,cv,4.47,0.0,0.0
36661,36662,2014,3,8,13,1,161.0,162.0,183.0,201.0,-7.0,33.0,1021.0,8.0,SE,3.13,0.0,0.0
36662,36663,2014,3,8,14,1,187.0,169.0,181.0,202.0,-8.0,29.0,1020.0,9.0,cv,1.79,0.0,0.0
36663,36664,2014,3,8,15,1,162.0,170.0,186.0,201.0,-8.0,27.0,1019.0,10.0,SE,4.92,0.0,0.0
36664,36665,2014,3,8,16,1,174.0,161.0,172.0,187.0,-8.0,27.0,1019.0,10.0,SE,9.84,0.0,0.0
36665,36666,2014,3,8,17,1,147.0,148.0,170.0,187.0,-8.0,27.0,1019.0,10.0,SE,12.97,0.0,0.0
36666,36667,2014,3,8,18,1,186.0,156.0,177.0,199.0,-9.0,28.0,1020.0,8.0,SE,14.76,0.0,0.0
36667,36668,2014,3,8,19,1,170.0,159.0,182.0,206.0,-7.0,38.0,1021.0,6.0,cv,0.89,0.0,0.0
36668,36669,2014,3,8,20,1,218.0,174.0,193.0,213.0,-8.0,47.0,1022.0,2.0,NE,1.79,0.0,0.0
36669,36670,2014,3,8,21,1,166.0,205.0,149.0,187.0,-7.0,47.0,1023.0,3.0,cv,0.89,0.0,0.0
36670,36671,2014,3,8,22,1,78.0,216.0,214.0,218.0,-7.0,55.0,1024.0,1.0,cv,1.78,0.0,0.0
36671,36672,2014,3,8,23,1,54.0,193.0,135.0,134.0,-6.0,63.0,1024.0,0.0,NE,0.89,0.0,0.0
36672,36673,2014,3,9,0,1,49.0,173.0,108.0,131.0,-8.0,63.0,1024.0,-2.0,NW,1.79,0.0,0.0
36673,36674,2014,3,9,1,1,67.0,160.0,128.0,154.0,-9.0,54.0,1025.0,-1.0,cv,0.89,0.0,0.0
36674,36675,2014,3,9,2,1,67.0,136.0,101.0,112.0,-9.0,63.0,1025.0,-3.0,NW,0.89,0.0,0.0
36675,36676,2014,3,9,3,1,34.0,103.0,67.0,55.0,-9.0,63.0,1025.0,-3.0,NE,0.89,0.0,0.0
36676,36677,2014,3,9,4,1,116.0,120.0,146.0,172.0,-11.0,53.0,1025.0,-3.0,SE,0.89,0.0,0.0
36677,36678,2014,3,9,5,1,134.0,124.0,138.0,143.0,-8.0,54.0,1025.0,0.0,SE,4.02,0.0,0.0
36678,36679,2014,3,9,6,1,111.0,101.0,103.0,122.0,-8.0,63.0,1026.0,-2.0,SE,5.81,0.0,0.0
36679,36680,2014,3,9,7,1,90.0,108.0,94.0,114.0,-8.0,58.0,1027.0,-1.0,cv,0.89,0.0,0.0
36680,36681,2014,3,9,8,1,69.0,109.0,108.0,100.0,-7.0,59.0,1028.0,0.0,NE,1.79,0.0,0.0
36681,36682,2014,3,9,9,1,107.0,102.0,110.0,119.0,-11.0,32.0,1028.0,4.0,cv,0.89,0.0,0.0
36682,36683,2014,3,9,10,1,141.0,100.0,114.0,130.0,-11.0,32.0,1028.0,4.0,SE,1.79,0.0,0.0
36683,36684,2014,3,9,11,1,126.0,117.0,132.0,145.0,-10.0,30.0,1028.0,6.0,cv,0.89,0.0,0.0
36684,36685,2014,3,9,12,1,156.0,120.0,132.0,149.0,-9.0,28.0,1027.0,8.0,cv,4.02,0.0,0.0
36685,36686,2014,3,9,13,1,153.0,124.0,147.0,163.0,-11.0,24.0,1026.0,8.0,SE,3.13,0.0,0.0
36686,36687,2014,3,9,14,1,115.0,125.0,141.0,147.0,-11.0,21.0,1025.0,10.0,SE,6.26,0.0,0.0
36687,36688,2014,3,9,15,1,115.0,107.0,117.0,133.0,-12.0,19.0,1024.0,10.0,SE,9.39,0.0,0.0
36688,36689,2014,3,9,16,1,90.0,102.0,121.0,126.0,-12.0,19.0,1024.0,10.0,SE,12.52,0.0,0.0
36689,36690,2014,3,9,17,1,91.0,95.0,104.0,124.0,-13.0,19.0,1024.0,9.0,SE,15.65,0.0,0.0
36690,36691,2014,3,9,18,1,113.0,99.0,106.0,122.0,-11.0,26.0,1025.0,7.0,SE,17.44,0.0,0.0
36691,36692,2014,3,9,19,1,94.0,76.0,88.0,91.0,-12.0,24.0,1025.0,7.0,SE,22.36,0.0,0.0
36692,36693,2014,3,9,20,1,78.0,71.0,88.0,98.0,-13.0,25.0,1026.0,5.0,SE,27.28,0.0,0.0
36693,36694,2014,3,9,21,1,80.0,68.0,77.0,91.0,-10.0,35.0,1027.0,4.0,SE,32.2,0.0,0.0
36694,36695,2014,3,9,22,1,72.0,59.0,72.0,78.0,-6.0,55.0,1028.0,2.0,SE,37.12,0.0,0.0
36695,36696,2014,3,9,23,1,62.0,43.0,44.0,55.0,-6.0,63.0,1028.0,0.0,SE,38.91,0.0,0.0
36696,36697,2014,3,10,0,1,37.0,36.0,36.0,40.0,-6.0,63.0,1029.0,0.0,SE,40.7,0.0,0.0
36697,36698,2014,3,10,1,1,35.0,35.0,19.0,36.0,-7.0,63.0,1028.0,-1.0,SE,43.83,0.0,0.0
36698,36699,2014,3,10,2,1,34.0,41.0,41.0,48.0,-7.0,63.0,1028.0,-1.0,SE,47.85,0.0,0.0
36699,36700,2014,3,10,3,1,35.0,48.0,45.0,54.0,-8.0,58.0,1028.0,-1.0,SE,50.98,0.0,0.0
36700,36701,2014,3,10,4,1,43.0,50.0,52.0,63.0,-8.0,63.0,1027.0,-2.0,cv,0.89,0.0,0.0
36701,36702,2014,3,10,5,1,32.0,61.0,64.0,78.0,-10.0,62.0,1027.0,-4.0,cv,1.78,0.0,0.0
36702,36703,2014,3,10,6,1,41.0,63.0,66.0,74.0,-8.0,68.0,1027.0,-3.0,NE,0.89,0.0,0.0
36703,36704,2014,3,10,7,1,65.0,60.0,72.0,76.0,-7.0,68.0,1027.0,-2.0,cv,0.45,0.0,0.0
36704,36705,2014,3,10,8,1,69.0,62.0,69.0,81.0,-7.0,59.0,1027.0,0.0,NE,0.89,0.0,0.0
36705,36706,2014,3,10,9,1,69.0,68.0,72.0,86.0,-8.0,50.0,1027.0,1.0,SE,1.79,0.0,0.0
36706,36707,2014,3,10,10,1,72.0,71.0,73.0,89.0,-7.0,47.0,1026.0,3.0,SE,3.58,0.0,0.0
36707,36708,2014,3,10,11,1,83.0,71.0,84.0,96.0,-7.0,44.0,1025.0,4.0,SE,5.37,0.0,0.0
36708,36709,2014,3,10,12,1,71.0,,98.0,99.0,-7.0,41.0,1025.0,5.0,cv,0.89,0.0,0.0
36709,36710,2014,3,10,13,1,80.0,55.0,97.0,102.0,-8.0,35.0,1023.0,6.0,SE,1.79,0.0,0.0
36710,36711,2014,3,10,14,1,83.0,102.0,99.0,111.0,-9.0,28.0,1021.0,8.0,cv,1.79,0.0,0.0
36711,36712,2014,3,10,15,1,88.0,106.0,103.0,121.0,-9.0,26.0,1021.0,9.0,cv,3.58,0.0,0.0
36712,36713,2014,3,10,16,1,88.0,105.0,103.0,122.0,-9.0,26.0,1020.0,9.0,SE,3.13,0.0,0.0
36713,36714,2014,3,10,17,1,116.0,119.0,119.0,135.0,-8.0,31.0,1020.0,8.0,SE,6.26,0.0,0.0
36714,36715,2014,3,10,18,1,132.0,135.0,127.0,145.0,-7.0,33.0,1019.0,8.0,SE,9.39,0.0,0.0
36715,36716,2014,3,10,19,1,140.0,152.0,133.0,159.0,-7.0,38.0,1019.0,6.0,SE,11.18,0.0,0.0
36716,36717,2014,3,10,20,1,152.0,166.0,153.0,183.0,-6.0,44.0,1020.0,5.0,cv,0.45,0.0,0.0
36717,36718,2014,3,10,21,1,133.0,182.0,160.0,187.0,-5.0,55.0,1020.0,3.0,SE,0.89,0.0,0.0
36718,36719,2014,3,10,22,1,158.0,214.0,173.0,195.0,-6.0,55.0,1020.0,2.0,SE,1.78,0.0,0.0
36719,36720,2014,3,10,23,1,169.0,215.0,203.0,224.0,-5.0,55.0,1020.0,3.0,cv,0.89,0.0,0.0
36720,36721,2014,3,11,0,1,181.0,237.0,219.0,259.0,-5.0,59.0,1019.0,2.0,cv,1.34,0.0,0.0
36721,36722,2014,3,11,1,1,203.0,251.0,243.0,260.0,-4.0,69.0,1019.0,1.0,cv,2.23,0.0,0.0
36722,36723,2014,3,11,2,1,218.0,264.0,230.0,257.0,-5.0,64.0,1018.0,1.0,cv,2.68,0.0,0.0
36723,36724,2014,3,11,3,1,216.0,254.0,243.0,267.0,-5.0,69.0,1018.0,0.0,cv,3.13,0.0,0.0
36724,36725,2014,3,11,4,1,224.0,253.0,241.0,260.0,-4.0,80.0,1017.0,-1.0,cv,4.02,0.0,0.0
36725,36726,2014,3,11,5,1,207.0,253.0,238.0,259.0,-5.0,74.0,1017.0,-1.0,NW,1.79,0.0,0.0
36726,36727,2014,3,11,6,1,235.0,257.0,242.0,270.0,-4.0,74.0,1017.0,0.0,NE,0.89,0.0,0.0
36727,36728,2014,3,11,7,1,197.0,254.0,229.0,234.0,-5.0,74.0,1017.0,-1.0,NW,3.13,0.0,0.0
36728,36729,2014,3,11,8,1,220.0,230.0,226.0,245.0,-5.0,59.0,1017.0,2.0,NW,4.92,0.0,0.0
36729,36730,2014,3,11,9,1,236.0,250.0,242.0,269.0,-5.0,48.0,1017.0,5.0,NW,8.05,0.0,0.0
36730,36731,2014,3,11,10,1,259.0,266.0,242.0,303.0,-6.0,36.0,1017.0,8.0,NW,11.18,0.0,0.0
36731,36732,2014,3,11,11,1,236.0,247.0,,272.0,-6.0,31.0,1017.0,10.0,NW,15.2,0.0,0.0
36732,36733,2014,3,11,12,1,246.0,204.0,37.0,234.0,-5.0,32.0,1016.0,11.0,cv,0.89,0.0,0.0
36733,36734,2014,3,11,13,1,212.0,203.0,223.0,214.0,-5.0,30.0,1016.0,12.0,cv,1.78,0.0,0.0
36734,36735,2014,3,11,14,1,200.0,205.0,219.0,225.0,-5.0,30.0,1015.0,12.0,SE,1.79,0.0,0.0
36735,36736,2014,3,11,15,1,200.0,205.0,219.0,220.0,-5.0,28.0,1015.0,13.0,SE,3.58,0.0,0.0
36736,36737,2014,3,11,16,1,199.0,197.0,214.0,209.0,-6.0,24.0,1015.0,14.0,NW,1.79,0.0,0.0
36737,36738,2014,3,11,17,1,177.0,188.0,196.0,202.0,-6.0,26.0,1015.0,13.0,cv,0.89,0.0,0.0
36738,36739,2014,3,11,18,1,153.0,165.0,167.0,168.0,-7.0,25.0,1017.0,12.0,NE,3.13,0.0,0.0
36739,36740,2014,3,11,19,1,51.0,28.0,30.0,13.0,-13.0,15.0,1018.0,13.0,NE,10.28,0.0,0.0
36740,36741,2014,3,11,20,1,19.0,13.0,10.0,18.0,-13.0,17.0,1020.0,11.0,NE,17.43,0.0,0.0
36741,36742,2014,3,11,21,1,11.0,15.0,14.0,18.0,-11.0,21.0,1021.0,10.0,NE,26.37,0.0,0.0
36742,36743,2014,3,11,22,1,14.0,13.0,16.0,13.0,-9.0,26.0,1023.0,9.0,NE,34.42,0.0,0.0
36743,36744,2014,3,11,23,1,3.0,13.0,3.0,10.0,-10.0,26.0,1023.0,8.0,NW,5.81,0.0,0.0
36744,36745,2014,3,12,0,1,12.0,3.0,10.0,11.0,-11.0,24.0,1024.0,8.0,NW,11.62,0.0,0.0
36745,36746,2014,3,12,1,1,9.0,12.0,11.0,14.0,-11.0,26.0,1025.0,7.0,NE,5.81,0.0,0.0
36746,36747,2014,3,12,2,1,7.0,4.0,11.0,13.0,-11.0,26.0,1025.0,7.0,NE,9.83,0.0,0.0
36747,36748,2014,3,12,3,1,6.0,7.0,10.0,10.0,-10.0,30.0,1025.0,6.0,NW,4.02,0.0,0.0
36748,36749,2014,3,12,4,1,9.0,8.0,3.0,10.0,-11.0,28.0,1025.0,6.0,NW,7.15,0.0,0.0
36749,36750,2014,3,12,5,1,3.0,7.0,13.0,10.0,-12.0,27.0,1025.0,5.0,NW,11.17,0.0,0.0
36750,36751,2014,3,12,6,1,4.0,9.0,10.0,11.0,-14.0,22.0,1026.0,6.0,NW,16.98,0.0,0.0
36751,36752,2014,3,12,7,1,12.0,13.0,11.0,11.0,-15.0,21.0,1027.0,5.0,NW,21.9,0.0,0.0
36752,36753,2014,3,12,8,1,10.0,6.0,15.0,11.0,-19.0,14.0,1027.0,6.0,NW,27.71,0.0,0.0
36753,36754,2014,3,12,9,1,3.0,11.0,7.0,12.0,-21.0,11.0,1028.0,7.0,NW,33.52,0.0,0.0
36754,36755,2014,3,12,10,1,12.0,7.0,14.0,13.0,-23.0,9.0,1028.0,7.0,NE,5.81,0.0,0.0
36755,36756,2014,3,12,11,1,10.0,9.0,13.0,11.0,-24.0,8.0,1028.0,8.0,NE,11.62,0.0,0.0
36756,36757,2014,3,12,12,1,12.0,3.0,9.0,10.0,-23.0,7.0,1027.0,10.0,NW,4.02,0.0,0.0
36757,36758,2014,3,12,13,1,12.0,3.0,9.0,9.0,-24.0,6.0,1026.0,11.0,NW,8.04,0.0,0.0
36758,36759,2014,3,12,14,1,9.0,8.0,8.0,13.0,-24.0,7.0,1025.0,10.0,cv,1.79,0.0,0.0
36759,36760,2014,3,12,15,1,11.0,13.0,10.0,13.0,-26.0,6.0,1024.0,10.0,cv,3.58,0.0,0.0
36760,36761,2014,3,12,16,1,3.0,10.0,19.0,13.0,-25.0,6.0,1023.0,10.0,NE,3.13,0.0,0.0
36761,36762,2014,3,12,17,1,4.0,13.0,13.0,15.0,-25.0,6.0,1023.0,10.0,cv,0.89,0.0,0.0
36762,36763,2014,3,12,18,1,9.0,25.0,14.0,20.0,-24.0,7.0,1023.0,9.0,SE,1.79,0.0,0.0
36763,36764,2014,3,12,19,1,14.0,45.0,20.0,41.0,-23.0,9.0,1024.0,7.0,SE,2.68,0.0,0.0
36764,36765,2014,3,12,20,1,36.0,40.0,32.0,35.0,-23.0,10.0,1024.0,6.0,SE,3.57,0.0,0.0
36765,36766,2014,3,12,21,1,39.0,43.0,41.0,52.0,-18.0,19.0,1025.0,3.0,cv,0.89,0.0,0.0
36766,36767,2014,3,12,22,1,58.0,60.0,61.0,66.0,-20.0,17.0,1025.0,2.0,NW,1.79,0.0,0.0
36767,36768,2014,3,12,23,1,41.0,41.0,44.0,36.0,-22.0,12.0,1026.0,4.0,NW,3.58,0.0,0.0
36768,36769,2014,3,13,0,1,22.0,22.0,22.0,18.0,-22.0,14.0,1026.0,2.0,NW,6.71,0.0,0.0
36769,36770,2014,3,13,1,1,22.0,27.0,17.0,20.0,-23.0,13.0,1026.0,2.0,NW,8.5,0.0,0.0
36770,36771,2014,3,13,2,1,21.0,29.0,16.0,20.0,-22.0,16.0,1026.0,1.0,NW,10.29,0.0,0.0
36771,36772,2014,3,13,3,1,21.0,16.0,13.0,14.0,-22.0,17.0,1025.0,0.0,NW,12.08,0.0,0.0
36772,36773,2014,3,13,4,1,16.0,19.0,12.0,15.0,-19.0,22.0,1025.0,0.0,cv,0.89,0.0,0.0
36773,36774,2014,3,13,5,1,17.0,18.0,14.0,18.0,-15.0,36.0,1025.0,-2.0,cv,1.78,0.0,0.0
36774,36775,2014,3,13,6,1,12.0,18.0,16.0,21.0,-19.0,24.0,1025.0,-1.0,NW,0.89,0.0,0.0
36775,36776,2014,3,13,7,1,22.0,18.0,21.0,32.0,-15.0,36.0,1025.0,-2.0,cv,0.89,0.0,0.0
36776,36777,2014,3,13,8,1,20.0,18.0,17.0,21.0,-19.0,18.0,1025.0,3.0,NW,1.79,0.0,0.0
36777,36778,2014,3,13,9,1,20.0,18.0,22.0,19.0,-23.0,10.0,1025.0,6.0,NW,3.58,0.0,0.0
36778,36779,2014,3,13,10,1,15.0,16.0,16.0,12.0,-23.0,8.0,1024.0,8.0,cv,0.89,0.0,0.0
36779,36780,2014,3,13,11,1,13.0,15.0,15.0,15.0,-25.0,7.0,1023.0,9.0,NW,3.13,0.0,0.0
36780,36781,2014,3,13,12,1,18.0,13.0,15.0,16.0,-24.0,6.0,1022.0,11.0,cv,1.79,0.0,0.0
36781,36782,2014,3,13,13,1,20.0,23.0,19.0,14.0,-25.0,5.0,1020.0,12.0,cv,4.92,0.0,0.0
36782,36783,2014,3,13,14,1,21.0,19.0,25.0,18.0,-23.0,6.0,1019.0,12.0,SE,3.13,0.0,0.0
36783,36784,2014,3,13,15,1,19.0,19.0,21.0,20.0,-23.0,6.0,1018.0,12.0,SE,8.05,0.0,0.0
36784,36785,2014,3,13,16,1,18.0,18.0,22.0,19.0,-22.0,7.0,1017.0,13.0,SE,13.86,0.0,0.0
36785,36786,2014,3,13,17,1,23.0,22.0,30.0,28.0,-21.0,8.0,1017.0,12.0,SE,18.78,0.0,0.0
36786,36787,2014,3,13,18,1,28.0,23.0,27.0,32.0,-21.0,8.0,1017.0,11.0,SE,24.59,0.0,0.0
36787,36788,2014,3,13,19,1,44.0,37.0,49.0,40.0,-20.0,9.0,1017.0,11.0,SE,29.51,0.0,0.0
36788,36789,2014,3,13,20,1,30.0,34.0,43.0,39.0,-19.0,11.0,1017.0,10.0,SE,34.43,0.0,0.0
36789,36790,2014,3,13,21,1,29.0,22.0,27.0,22.0,-18.0,12.0,1018.0,10.0,cv,0.89,0.0,0.0
36790,36791,2014,3,13,22,1,41.0,31.0,32.0,37.0,-18.0,13.0,1019.0,8.0,NW,4.92,0.0,0.0
36791,36792,2014,3,13,23,1,26.0,24.0,28.0,24.0,-26.0,6.0,1019.0,10.0,NW,12.97,0.0,0.0
36792,36793,2014,3,14,0,1,23.0,21.0,17.0,19.0,-25.0,6.0,1019.0,10.0,NW,20.12,0.0,0.0
36793,36794,2014,3,14,1,1,14.0,16.0,17.0,11.0,-25.0,7.0,1020.0,9.0,NW,28.17,0.0,0.0
36794,36795,2014,3,14,2,1,12.0,13.0,10.0,13.0,-24.0,7.0,1020.0,9.0,NW,33.98,0.0,0.0
36795,36796,2014,3,14,3,1,8.0,9.0,9.0,11.0,-23.0,8.0,1020.0,8.0,NW,39.79,0.0,0.0
36796,36797,2014,3,14,4,1,8.0,7.0,7.0,10.0,-24.0,8.0,1020.0,7.0,NW,46.94,0.0,0.0
36797,36798,2014,3,14,5,1,8.0,10.0,10.0,7.0,-23.0,10.0,1020.0,6.0,NW,52.75,0.0,0.0
36798,36799,2014,3,14,6,1,10.0,8.0,11.0,12.0,-24.0,9.0,1021.0,6.0,NW,57.67,0.0,0.0
36799,36800,2014,3,14,7,1,11.0,14.0,13.0,15.0,-22.0,12.0,1022.0,4.0,NW,60.8,0.0,0.0
36800,36801,2014,3,14,8,1,10.0,14.0,13.0,12.0,-22.0,9.0,1022.0,9.0,NW,63.93,0.0,0.0
36801,36802,2014,3,14,9,1,12.0,20.0,15.0,16.0,-23.0,7.0,1022.0,11.0,NW,67.06,0.0,0.0
36802,36803,2014,3,14,10,1,17.0,13.0,7.0,7.0,-23.0,6.0,1022.0,12.0,NW,71.08,0.0,0.0
36803,36804,2014,3,14,11,1,10.0,10.0,10.0,12.0,-23.0,6.0,1021.0,12.0,NW,72.87,0.0,0.0
36804,36805,2014,3,14,12,1,20.0,14.0,11.0,19.0,-22.0,7.0,1020.0,13.0,cv,3.13,0.0,0.0
36805,36806,2014,3,14,13,1,21.0,17.0,21.0,22.0,-23.0,6.0,1019.0,14.0,cv,7.15,0.0,0.0
36806,36807,2014,3,14,14,1,18.0,16.0,16.0,22.0,-22.0,6.0,1017.0,15.0,SE,4.02,0.0,0.0
36807,36808,2014,3,14,15,1,20.0,15.0,18.0,16.0,-22.0,5.0,1016.0,16.0,SE,8.94,0.0,0.0
36808,36809,2014,3,14,16,1,20.0,16.0,22.0,20.0,-21.0,5.0,1015.0,17.0,SE,14.75,0.0,0.0
36809,36810,2014,3,14,17,1,27.0,22.0,19.0,30.0,-20.0,6.0,1014.0,16.0,SE,20.56,0.0,0.0
36810,36811,2014,3,14,18,1,29.0,26.0,30.0,32.0,-20.0,7.0,1014.0,15.0,SE,26.37,0.0,0.0
36811,36812,2014,3,14,19,1,29.0,38.0,36.0,38.0,-18.0,10.0,1014.0,12.0,SE,30.39,0.0,0.0
36812,36813,2014,3,14,20,1,48.0,41.0,46.0,52.0,-16.0,12.0,1014.0,12.0,SE,35.31,0.0,0.0
36813,36814,2014,3,14,21,1,54.0,46.0,53.0,63.0,-17.0,12.0,1014.0,11.0,SE,39.33,0.0,0.0
36814,36815,2014,3,14,22,1,59.0,52.0,61.0,66.0,-15.0,14.0,1013.0,11.0,SE,41.12,0.0,0.0
36815,36816,2014,3,14,23,1,63.0,57.0,65.0,72.0,-14.0,15.0,1013.0,11.0,SE,45.14,0.0,0.0
36816,36817,2014,3,15,0,1,62.0,58.0,60.0,63.0,-13.0,20.0,1012.0,8.0,SE,46.93,0.0,0.0
36817,36818,2014,3,15,1,1,66.0,62.0,69.0,69.0,-11.0,26.0,1012.0,7.0,SE,48.72,0.0,0.0
36818,36819,2014,3,15,2,1,69.0,69.0,70.0,78.0,-12.0,34.0,1012.0,2.0,NE,0.89,0.0,0.0
36819,36820,2014,3,15,3,1,80.0,79.0,73.0,85.0,-12.0,32.0,1011.0,3.0,cv,0.89,0.0,0.0
36820,36821,2014,3,15,4,1,78.0,85.0,78.0,82.0,-12.0,37.0,1011.0,1.0,NW,1.79,0.0,0.0
36821,36822,2014,3,15,5,1,77.0,87.0,75.0,87.0,-9.0,47.0,1010.0,1.0,NE,0.89,0.0,0.0
36822,36823,2014,3,15,6,1,76.0,88.0,80.0,93.0,-9.0,47.0,1011.0,1.0,NW,0.89,0.0,0.0
36823,36824,2014,3,15,7,1,84.0,102.0,96.0,116.0,-7.0,55.0,1011.0,1.0,NE,0.89,0.0,0.0
36824,36825,2014,3,15,8,1,88.0,94.0,101.0,99.0,-10.0,30.0,1011.0,6.0,cv,0.45,0.0,0.0
36825,36826,2014,3,15,9,1,86.0,104.0,102.0,88.0,-12.0,22.0,1012.0,8.0,cv,1.34,0.0,0.0
36826,36827,2014,3,15,10,1,89.0,91.0,91.0,91.0,-11.0,20.0,1012.0,11.0,cv,2.23,0.0,0.0
36827,36828,2014,3,15,11,1,99.0,105.0,104.0,109.0,-13.0,16.0,1011.0,12.0,cv,3.12,0.0,0.0
36828,36829,2014,3,15,12,1,98.0,110.0,102.0,110.0,-12.0,14.0,1011.0,15.0,SE,1.79,0.0,0.0
36829,36830,2014,3,15,13,1,113.0,112.0,118.0,109.0,-12.0,12.0,1010.0,17.0,cv,1.79,0.0,0.0
36830,36831,2014,3,15,14,1,129.0,133.0,141.0,123.0,-14.0,8.0,1009.0,20.0,SE,1.79,0.0,0.0
36831,36832,2014,3,15,15,1,142.0,139.0,151.0,136.0,-14.0,8.0,1008.0,21.0,SE,4.92,0.0,0.0
36832,36833,2014,3,15,16,1,129.0,124.0,128.0,119.0,-13.0,8.0,1008.0,22.0,SE,8.05,0.0,0.0
36833,36834,2014,3,15,17,1,112.0,115.0,113.0,116.0,-12.0,10.0,1009.0,20.0,SE,11.18,0.0,0.0
36834,36835,2014,3,15,18,1,106.0,113.0,107.0,101.0,-11.0,12.0,1009.0,19.0,SE,12.97,0.0,0.0
36835,36836,2014,3,15,19,1,127.0,134.0,115.0,131.0,-8.0,18.0,1010.0,16.0,SE,16.1,0.0,0.0
36836,36837,2014,3,15,20,1,154.0,163.0,153.0,168.0,-8.0,20.0,1011.0,14.0,SE,17.89,0.0,0.0
36837,36838,2014,3,15,21,1,173.0,186.0,175.0,189.0,-7.0,24.0,1011.0,13.0,SE,19.68,0.0,0.0
36838,36839,2014,3,15,22,1,180.0,175.0,188.0,183.0,-6.0,24.0,1013.0,14.0,SE,23.7,0.0,0.0
36839,36840,2014,3,15,23,1,178.0,189.0,191.0,205.0,-4.0,32.0,1013.0,12.0,SE,27.72,0.0,0.0
36840,36841,2014,3,16,0,1,176.0,184.0,190.0,188.0,-7.0,27.0,1014.0,11.0,SE,30.85,0.0,0.0
36841,36842,2014,3,16,1,1,148.0,149.0,148.0,148.0,-9.0,25.0,1015.0,10.0,SE,32.64,0.0,0.0
36842,36843,2014,3,16,2,1,121.0,131.0,120.0,137.0,-10.0,26.0,1015.0,8.0,cv,0.89,0.0,0.0
36843,36844,2014,3,16,3,1,121.0,129.0,129.0,140.0,-10.0,28.0,1015.0,7.0,cv,1.78,0.0,0.0
36844,36845,2014,3,16,4,1,126.0,131.0,131.0,141.0,-9.0,33.0,1015.0,6.0,cv,2.67,0.0,0.0
36845,36846,2014,3,16,5,1,108.0,126.0,119.0,121.0,-9.0,35.0,1016.0,5.0,cv,3.56,0.0,0.0
36846,36847,2014,3,16,6,1,84.0,107.0,101.0,109.0,-11.0,26.0,1017.0,7.0,cv,4.45,0.0,0.0
36847,36848,2014,3,16,7,1,71.0,83.0,82.0,83.0,-11.0,26.0,1017.0,7.0,SE,1.79,0.0,0.0
36848,36849,2014,3,16,8,1,63.0,73.0,72.0,78.0,-9.0,25.0,1018.0,10.0,cv,0.45,0.0,0.0
36849,36850,2014,3,16,9,1,64.0,73.0,74.0,77.0,-11.0,18.0,1019.0,12.0,NW,3.13,0.0,0.0
36850,36851,2014,3,16,10,1,69.0,74.0,75.0,79.0,-12.0,16.0,1018.0,13.0,SE,1.79,0.0,0.0
36851,36852,2014,3,16,11,1,72.0,73.0,77.0,73.0,-13.0,14.0,1018.0,14.0,SE,5.81,0.0,0.0
36852,36853,2014,3,16,12,1,70.0,73.0,77.0,75.0,-14.0,11.0,1018.0,16.0,cv,3.13,0.0,0.0
36853,36854,2014,3,16,13,1,89.0,85.0,91.0,91.0,-12.0,13.0,1016.0,16.0,SE,4.02,0.0,0.0
36854,36855,2014,3,16,14,1,104.0,105.0,102.0,104.0,-11.0,13.0,1015.0,17.0,SE,8.04,0.0,0.0
36855,36856,2014,3,16,15,1,117.0,114.0,119.0,116.0,-9.0,15.0,1013.0,17.0,SE,12.96,0.0,0.0
36856,36857,2014,3,16,16,1,119.0,116.0,115.0,121.0,-8.0,17.0,1012.0,17.0,SE,16.98,0.0,0.0
36857,36858,2014,3,16,17,1,131.0,129.0,126.0,137.0,-8.0,18.0,1012.0,16.0,SE,21.0,0.0,0.0
36858,36859,2014,3,16,18,1,143.0,138.0,140.0,151.0,-7.0,21.0,1012.0,15.0,SE,25.02,0.0,0.0
36859,36860,2014,3,16,19,1,147.0,139.0,145.0,159.0,-6.0,26.0,1012.0,13.0,SE,28.15,0.0,0.0
36860,36861,2014,3,16,20,1,143.0,138.0,144.0,157.0,-6.0,27.0,1013.0,12.0,SE,31.28,0.0,0.0
36861,36862,2014,3,16,21,1,146.0,138.0,146.0,151.0,-5.0,32.0,1013.0,11.0,SE,34.41,0.0,0.0
36862,36863,2014,3,16,22,1,153.0,135.0,157.0,150.0,-5.0,34.0,1013.0,10.0,SE,37.54,0.0,0.0
36863,36864,2014,3,16,23,1,149.0,136.0,153.0,149.0,-5.0,36.0,1012.0,9.0,cv,0.89,0.0,0.0
36864,36865,2014,3,17,0,1,121.0,131.0,120.0,141.0,-5.0,39.0,1012.0,8.0,SE,0.89,0.0,0.0
36865,36866,2014,3,17,1,1,112.0,134.0,134.0,144.0,-4.0,48.0,1011.0,6.0,cv,0.45,0.0,0.0
36866,36867,2014,3,17,2,1,109.0,133.0,144.0,148.0,-4.0,55.0,1011.0,4.0,NW,1.79,0.0,0.0
36867,36868,2014,3,17,3,1,140.0,134.0,137.0,144.0,-4.0,48.0,1010.0,6.0,cv,0.89,0.0,0.0
36868,36869,2014,3,17,4,1,140.0,139.0,133.0,150.0,-4.0,52.0,1010.0,5.0,cv,1.78,0.0,0.0
