No,pm,DEWP,TEMP,PRES,Iws,Is,Ir,HUMI,precipitation,Iprec,cbwd,rain,snow
21607,139,18,21.0,1002.0,33.08,0,0,82.0,0.0,0.0,0.0,0.0,0.0
21608,132,18,22.0,1002.0,0.89,0,0,78.0,0.0,0.0,2.0,0.0,0.0
21609,140,18,24.0,1003.0,1.79,0,0,69.0,0.0,0.0,0.0,0.0,0.0
21610,150,18,25.0,1002.0,0.89,0,0,65.0,0.0,0.0,2.0,0.0,0.0
21611,135,18,26.0,1002.0,1.79,0,0,61.0,0.0,0.0,0.0,0.0,0.0
21612,157,18,28.0,1001.0,4.92,0,0,54.0,0.0,0.0,0.0,0.0,0.0
21614,161,18,30.0,1000.0,3.13,0,0,48.0,0.0,0.0,0.0,0.0,0.0
21615,166,19,30.0,999.0,7.15,0,0,51.0,0.0,0.0,0.0,0.0,0.0
21616,208,19,30.0,998.0,12.07,0,0,51.0,0.0,0.0,0.0,0.0,0.0
21617,275,20,30.0,998.0,16.99,0,0,55.0,0.0,0.0,0.0,0.0,0.0
21618,259,20,28.0,998.0,20.12,0,0,61.0,0.0,0.0,0.0,0.0,0.0
21619,225,20,28.0,998.0,23.25,0,0,61.0,0.0,0.0,0.0,0.0,0.0
21620,204,20,27.0,999.0,25.04,0,0,65.0,0.0,0.0,0.0,0.0,0.0
21621,228,21,27.0,1001.0,26.83,0,1,69.0,0.2,0.2,0.0,1.0,0.0
21622,139,20,25.0,1001.0,30.85,0,2,73.0,0.3,0.5,0.0,1.0,0.0
21623,117,19,24.0,1001.0,32.64,0,3,73.0,0.3,0.8,0.0,1.0,0.0
21624,160,21,24.0,1001.0,36.66,0,4,83.0,0.0,0.0,0.0,1.0,0.0
21625,277,21,23.0,1002.0,40.68,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21626,296,20,23.0,1002.0,44.7,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21627,287,20,22.0,1002.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21628,338,19,21.0,1002.0,1.34,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21629,289,18,20.0,1002.0,0.89,0,0,88.0,0.0,0.0,1.0,0.0,0.0
21630,237,19,20.0,1002.0,0.89,0,0,93.0,0.0,0.0,2.0,0.0,0.0
21632,135,20,23.0,1003.0,0.89,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21633,111,18,24.0,1003.0,0.45,0,0,69.0,0.0,0.0,2.0,0.0,0.0
21634,94,18,26.0,1003.0,1.34,0,0,61.0,0.0,0.0,2.0,0.0,0.0
21635,82,18,27.0,1003.0,3.13,0,0,57.0,0.0,0.0,2.0,0.0,0.0
21636,72,18,29.0,1003.0,4.02,0,0,51.0,0.0,0.0,2.0,0.0,0.0
21637,83,18,28.0,1003.0,3.13,0,0,54.0,0.0,0.0,0.0,0.0,0.0
21638,92,18,29.0,1003.0,1.79,0,0,51.0,0.0,0.0,2.0,0.0,0.0
21639,101,19,30.0,1002.0,3.13,0,0,51.0,0.0,0.0,0.0,0.0,0.0
21640,113,18,30.0,1001.0,7.15,0,0,48.0,0.0,0.0,0.0,0.0,0.0
21641,130,18,31.0,1001.0,12.07,0,0,45.0,0.0,0.0,0.0,0.0,0.0
21642,226,18,30.0,1001.0,16.09,0,0,48.0,0.0,0.0,0.0,0.0,0.0
21643,306,18,29.0,1001.0,19.22,0,0,51.0,0.0,0.0,0.0,0.0,0.0
21644,164,19,28.0,1001.0,23.24,0,0,58.0,0.0,0.0,0.0,0.0,0.0
21645,175,19,27.0,1002.0,26.37,0,0,61.0,0.0,0.0,0.0,0.0,0.0
21646,175,19,26.0,1003.0,28.16,0,0,65.0,0.0,0.0,0.0,0.0,0.0
21647,171,19,26.0,1004.0,31.29,0,0,65.0,0.0,0.0,0.0,0.0,0.0
21648,202,20,25.0,1004.0,33.08,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21649,185,20,24.0,1004.0,36.21,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21650,209,21,23.0,1004.0,37.1,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21651,214,21,23.0,1004.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21652,192,20,22.0,1004.0,1.78,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21653,191,20,21.0,1004.0,2.67,0,0,94.0,0.0,0.0,2.0,0.0,0.0
21654,203,20,21.0,1005.0,3.56,0,0,94.0,0.0,0.0,2.0,0.0,0.0
21655,293,19,21.0,1005.0,0.89,0,0,88.0,0.0,0.0,3.0,0.0,0.0
21656,284,20,22.0,1005.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21657,193,19,25.0,1005.0,1.78,0,0,69.0,0.0,0.0,2.0,0.0,0.0
21658,183,20,26.0,1005.0,1.79,0,0,69.0,0.0,0.0,0.0,0.0,0.0
21659,165,18,28.0,1005.0,4.92,0,0,54.0,0.0,0.0,0.0,0.0,0.0
21660,166,18,29.0,1005.0,6.71,0,0,51.0,0.0,0.0,0.0,0.0,0.0
21661,153,18,30.0,1004.0,8.5,0,0,48.0,0.0,0.0,0.0,0.0,0.0
21662,154,18,31.0,1003.0,1.79,0,0,45.0,0.0,0.0,2.0,0.0,0.0
21663,153,18,31.0,1003.0,3.58,0,0,45.0,0.0,0.0,2.0,0.0,0.0
21665,163,19,31.0,1001.0,1.79,0,0,48.0,0.0,0.0,0.0,0.0,0.0
21666,182,19,31.0,1001.0,0.89,0,0,48.0,0.0,0.0,2.0,0.0,0.0
21667,230,19,30.0,1002.0,1.78,0,0,51.0,0.0,0.0,2.0,0.0,0.0
21668,210,20,29.0,1001.0,1.79,0,0,58.0,0.0,0.0,0.0,0.0,0.0
21669,183,20,28.0,1003.0,4.92,0,0,61.0,0.0,0.0,0.0,0.0,0.0
21670,191,17,25.0,1004.0,13.86,0,0,61.0,0.1,0.1,0.0,0.0,0.0
21671,60,18,23.0,1005.0,21.01,0,1,73.0,2.6,2.7,0.0,1.0,0.0
21672,52,19,21.0,1004.0,25.03,0,2,88.0,1.1,3.8,0.0,1.0,0.0
21674,65,19,20.0,1004.0,33.97,0,0,93.0,0.5,4.4,0.0,0.0,0.0
21675,71,19,20.0,1004.0,0.89,0,1,93.0,0.1,4.5,2.0,1.0,0.0
21676,83,20,20.0,1004.0,1.79,0,2,100.0,0.0,0.0,1.0,1.0,0.0
21677,84,19,20.0,1004.0,4.92,0,0,93.0,0.2,0.2,1.0,0.0,0.0
21678,88,19,20.0,1004.0,0.89,0,0,93.0,0.0,0.0,0.0,0.0,0.0
21679,86,20,21.0,1004.0,2.68,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21680,87,20,22.0,1005.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21681,85,20,23.0,1005.0,3.13,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21682,80,19,25.0,1005.0,4.92,0,0,69.0,0.0,0.0,0.0,0.0,0.0
21683,61,19,25.0,1005.0,8.05,0,0,69.0,0.0,0.0,0.0,0.0,0.0
21684,85,20,25.0,1005.0,11.18,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21685,110,20,25.0,1005.0,14.31,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21686,125,21,27.0,1004.0,18.33,0,0,69.0,0.0,0.0,0.0,0.0,0.0
21687,156,21,27.0,1004.0,21.46,0,0,69.0,0.0,0.0,0.0,0.0,0.0
21688,160,21,28.0,1003.0,25.48,0,0,65.0,0.0,0.0,0.0,0.0,0.0
21689,165,21,28.0,1002.0,29.5,0,0,65.0,0.0,0.0,0.0,0.0,0.0
21690,145,21,27.0,1002.0,33.52,0,0,69.0,0.0,0.0,0.0,0.0,0.0
21691,148,21,26.0,1002.0,37.54,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21692,109,20,25.0,1004.0,40.67,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21693,98,20,25.0,1003.0,43.8,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21694,105,20,24.0,1003.0,47.82,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21695,111,20,24.0,1004.0,50.95,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21696,111,19,23.0,1004.0,54.08,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21697,127,20,23.0,1004.0,0.89,0,0,83.0,0.0,0.0,2.0,0.0,0.0
21698,138,20,23.0,1003.0,1.78,0,0,83.0,0.0,0.0,2.0,0.0,0.0
21699,146,20,22.0,1003.0,2.23,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21700,164,20,22.0,1003.0,2.68,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21701,173,20,21.0,1002.0,1.79,0,0,94.0,0.0,0.0,1.0,0.0,0.0
21702,181,20,21.0,1002.0,0.89,0,0,94.0,0.0,0.0,2.0,0.0,0.0
21703,187,20,22.0,1003.0,1.79,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21704,182,20,23.0,1003.0,3.58,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21705,159,21,24.0,1003.0,6.71,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21706,140,20,24.0,1003.0,8.5,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21707,136,20,24.0,1003.0,11.63,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21708,138,20,25.0,1003.0,13.42,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21709,142,20,25.0,1002.0,17.44,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21710,152,20,25.0,1002.0,20.57,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21711,165,20,25.0,1002.0,23.7,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21712,167,21,25.0,1001.0,0.89,0,0,78.0,0.0,0.0,2.0,0.0,0.0
21713,173,21,26.0,1001.0,1.79,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21714,178,21,26.0,1000.0,0.89,0,0,73.0,0.0,0.0,2.0,0.0,0.0
21715,190,22,26.0,1001.0,1.78,0,0,78.0,0.0,0.0,2.0,0.0,0.0
21716,189,22,26.0,1001.0,1.79,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21717,205,22,26.0,1002.0,0.89,0,0,78.0,0.0,0.0,2.0,0.0,0.0
21718,218,22,26.0,1002.0,1.79,0,0,78.0,17.1,17.1,0.0,0.0,0.0
21719,224,23,24.0,1003.0,6.71,0,1,94.0,1.8,18.9,0.0,1.0,0.0
21720,101,23,24.0,1002.0,0.89,0,2,94.0,0.1,19.0,2.0,1.0,0.0
21721,186,22,23.0,1002.0,1.79,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21722,249,22,23.0,1002.0,0.89,0,0,94.0,0.0,0.0,2.0,0.0,0.0
21724,238,21,23.0,1001.0,4.92,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21725,229,21,23.0,1001.0,6.71,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21726,215,21,23.0,1001.0,9.84,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21727,170,21,23.0,1002.0,13.86,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21728,166,21,23.0,1002.0,18.78,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21729,162,21,23.0,1002.0,22.8,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21730,145,21,24.0,1002.0,26.82,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21731,127,20,24.0,1002.0,30.84,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21732,132,20,24.0,1002.0,33.97,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21733,143,21,24.0,1003.0,35.76,0,1,83.0,1.8,1.8,0.0,1.0,0.0
21734,163,22,23.0,1002.0,37.55,0,2,94.0,2.4,4.2,0.0,1.0,0.0
21735,168,22,23.0,1002.0,0.89,0,3,94.0,0.2,4.4,2.0,1.0,0.0
21736,130,23,24.0,1002.0,1.78,0,4,94.0,0.1,4.5,2.0,1.0,0.0
21737,140,22,24.0,1002.0,2.67,0,5,88.0,0.6,5.1,2.0,1.0,0.0
21738,162,23,24.0,1002.0,1.79,0,0,94.0,0.1,5.2,0.0,0.0,0.0
21739,196,22,24.0,1002.0,4.92,0,1,88.0,0.0,0.0,0.0,1.0,0.0
21740,143,22,24.0,1003.0,8.05,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21741,140,22,23.0,1003.0,0.89,0,0,94.0,2.7,2.7,2.0,0.0,0.0
21742,144,22,22.0,1004.0,1.79,0,1,100.0,5.0,7.7,0.0,1.0,0.0
21743,144,21,22.0,1004.0,3.58,0,2,94.0,8.9,16.6,0.0,1.0,0.0
21744,69,21,22.0,1004.0,0.89,0,3,94.0,6.0,22.6,2.0,1.0,0.0
21745,75,21,21.0,1004.0,1.78,0,4,100.0,5.5,28.1,2.0,1.0,0.0
21746,71,21,21.0,1004.0,2.23,0,5,100.0,11.4,39.5,2.0,1.0,0.0
21747,70,21,21.0,1005.0,3.12,0,6,100.0,6.7,46.2,2.0,1.0,0.0
21748,61,21,21.0,1005.0,1.79,0,7,100.0,5.6,51.8,3.0,1.0,0.0
21749,73,20,20.0,1005.0,4.92,0,8,100.0,0.2,52.0,3.0,1.0,0.0
21750,75,20,20.0,1005.0,1.79,0,0,100.0,0.0,0.0,0.0,0.0,0.0
21751,86,20,20.0,1005.0,1.79,0,0,100.0,0.0,0.0,3.0,0.0,0.0
21752,98,21,21.0,1006.0,0.89,0,0,100.0,0.0,0.0,2.0,0.0,0.0
21753,94,21,22.0,1006.0,1.79,0,0,94.0,0.0,0.0,1.0,0.0,0.0
21754,90,21,23.0,1006.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21755,76,21,24.0,1006.0,1.79,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21756,80,20,25.0,1006.0,4.92,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21757,91,21,26.0,1006.0,8.94,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21758,95,21,26.0,1006.0,12.07,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21759,101,21,26.0,1005.0,16.09,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21760,118,21,26.0,1005.0,19.22,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21761,135,20,26.0,1006.0,22.35,0,0,69.0,0.0,0.0,0.0,0.0,0.0
21762,147,20,26.0,1006.0,25.48,0,0,69.0,0.0,0.0,0.0,0.0,0.0
21763,131,21,26.0,1005.0,29.5,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21764,128,21,25.0,1006.0,32.63,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21765,88,21,25.0,1007.0,35.76,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21766,60,21,24.0,1007.0,37.55,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21767,62,22,24.0,1008.0,40.68,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21768,73,21,24.0,1008.0,43.81,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21769,64,21,24.0,1008.0,46.94,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21770,132,21,23.0,1008.0,50.96,0,0,88.0,0.2,0.2,0.0,0.0,0.0
21771,138,20,23.0,1008.0,54.98,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21772,131,20,23.0,1008.0,58.11,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21773,131,19,23.0,1009.0,0.89,0,0,78.0,0.0,0.0,2.0,0.0,0.0
21774,134,20,22.0,1009.0,1.78,0,1,88.0,0.0,0.0,2.0,1.0,0.0
21775,127,20,22.0,1010.0,1.79,0,0,88.0,0.1,0.1,0.0,0.0,0.0
21776,116,20,23.0,1010.0,0.89,0,0,83.0,0.0,0.0,2.0,0.0,0.0
21777,120,20,23.0,1010.0,1.79,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21778,111,20,23.0,1011.0,4.92,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21779,108,20,24.0,1011.0,6.71,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21780,107,21,26.0,1010.0,8.5,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21781,115,21,25.0,1010.0,10.29,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21782,118,21,25.0,1010.0,13.42,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21783,121,22,27.0,1010.0,1.79,0,0,74.0,0.4,0.4,3.0,0.0,0.0
21784,150,22,27.0,1009.0,3.13,0,0,74.0,0.2,0.6,0.0,0.0,0.0
21785,149,21,28.0,1009.0,7.15,0,0,65.0,0.0,0.0,0.0,0.0,0.0
21786,131,22,27.0,1009.0,10.28,0,0,74.0,2.9,2.9,0.0,0.0,0.0
21787,126,22,26.0,1010.0,12.07,0,0,78.0,0.3,3.2,0.0,0.0,0.0
21788,100,21,25.0,1010.0,15.2,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21789,59,21,24.0,1011.0,16.99,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21790,57,21,24.0,1011.0,20.12,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21791,47,21,24.0,1012.0,23.25,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21792,44,21,23.0,1012.0,26.38,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21793,48,20,22.0,1012.0,27.27,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21794,51,20,22.0,1012.0,29.06,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21795,66,20,21.0,1012.0,29.95,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21796,77,19,21.0,1012.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21797,110,20,21.0,1013.0,1.78,0,0,94.0,0.0,0.0,2.0,0.0,0.0
21798,127,20,21.0,1013.0,2.23,0,0,94.0,0.0,0.0,2.0,0.0,0.0
21799,130,21,21.0,1013.0,3.12,0,0,100.0,0.0,0.0,2.0,0.0,0.0
21800,139,20,24.0,1014.0,1.79,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21801,111,19,24.0,1014.0,3.58,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21802,96,19,25.0,1013.0,6.71,0,0,69.0,0.0,0.0,0.0,0.0,0.0
21803,62,18,26.0,1013.0,9.84,0,0,61.0,0.0,0.0,0.0,0.0,0.0
21804,51,18,27.0,1013.0,12.97,0,0,57.0,0.0,0.0,0.0,0.0,0.0
21805,44,18,27.0,1012.0,1.79,0,0,57.0,0.0,0.0,2.0,0.0,0.0
21806,58,18,28.0,1012.0,3.13,0,0,54.0,0.0,0.0,0.0,0.0,0.0
21807,63,18,28.0,1011.0,1.79,0,0,54.0,0.0,0.0,2.0,0.0,0.0
21808,70,18,28.0,1011.0,3.13,0,0,54.0,0.0,0.0,0.0,0.0,0.0
21809,72,18,27.0,1011.0,6.26,0,0,57.0,0.0,0.0,0.0,0.0,0.0
21810,46,18,27.0,1011.0,9.39,0,0,57.0,0.0,0.0,0.0,0.0,0.0
21811,31,18,26.0,1010.0,12.52,0,0,61.0,0.0,0.0,0.0,0.0,0.0
21812,36,18,25.0,1011.0,16.54,0,0,65.0,0.0,0.0,0.0,0.0,0.0
21813,39,18,25.0,1011.0,18.33,0,0,65.0,0.0,0.0,0.0,0.0,0.0
21814,51,19,24.0,1011.0,20.12,0,0,73.0,0.0,0.0,0.0,0.0,0.0
21815,41,18,24.0,1012.0,21.91,0,0,69.0,0.0,0.0,0.0,0.0,0.0
21816,34,19,23.0,1012.0,23.7,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21817,34,19,23.0,1011.0,25.49,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21818,43,19,22.0,1011.0,26.38,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21819,51,19,22.0,1011.0,28.17,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21820,59,19,22.0,1011.0,29.96,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21821,59,19,22.0,1010.0,31.75,0,1,83.0,0.0,0.0,0.0,1.0,0.0
21822,53,19,21.0,1010.0,33.54,0,2,88.0,0.0,0.0,0.0,1.0,0.0
21823,52,19,21.0,1011.0,34.43,0,3,88.0,0.7,0.7,0.0,1.0,0.0
21824,63,20,21.0,1011.0,0.89,0,4,94.0,1.8,2.5,2.0,1.0,0.0
21825,60,20,21.0,1011.0,1.79,0,5,94.0,1.2,3.7,0.0,1.0,0.0
21826,74,19,20.0,1011.0,3.58,0,6,93.0,1.5,5.2,0.0,1.0,0.0
21827,86,20,21.0,1011.0,5.37,0,7,94.0,0.5,5.7,0.0,1.0,0.0
21828,89,20,21.0,1011.0,7.16,0,8,94.0,0.1,5.8,0.0,1.0,0.0
21829,84,20,21.0,1010.0,8.95,0,9,94.0,0.0,0.0,0.0,1.0,0.0
21830,106,20,22.0,1010.0,10.74,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21831,128,20,22.0,1009.0,0.89,0,1,88.0,0.0,0.0,2.0,1.0,0.0
21832,174,20,23.0,1009.0,1.79,0,0,83.0,0.0,0.0,3.0,0.0,0.0
21833,208,21,23.0,1008.0,3.58,0,0,88.0,0.0,0.0,3.0,0.0,0.0
21834,194,21,23.0,1008.0,1.79,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21835,218,21,22.0,1008.0,0.89,0,1,94.0,0.3,0.3,3.0,1.0,0.0
21836,202,21,21.0,1008.0,4.02,0,2,100.0,0.2,0.5,3.0,1.0,0.0
21837,178,21,22.0,1008.0,4.91,0,3,94.0,0.0,0.0,3.0,1.0,0.0
21838,174,21,22.0,1008.0,1.79,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21839,175,21,22.0,1008.0,0.89,0,1,94.0,0.0,0.0,2.0,1.0,0.0
21840,151,21,21.0,1008.0,0.89,0,2,100.0,0.0,0.0,0.0,1.0,0.0
21841,129,21,21.0,1007.0,2.68,0,3,100.0,0.3,0.3,0.0,1.0,0.0
21843,109,21,21.0,1006.0,1.79,0,5,100.0,1.1,5.1,0.0,1.0,0.0
21844,104,20,21.0,1005.0,3.58,0,6,94.0,0.8,5.9,0.0,1.0,0.0
21845,118,21,21.0,1005.0,0.89,0,7,100.0,1.5,7.4,2.0,1.0,0.0
21846,105,21,21.0,1005.0,1.78,0,8,100.0,0.6,8.0,2.0,1.0,0.0
21847,91,20,20.0,1005.0,1.79,0,9,100.0,0.8,8.8,0.0,1.0,0.0
21848,90,20,21.0,1005.0,3.58,0,10,94.0,1.7,10.5,0.0,1.0,0.0
21849,72,20,21.0,1006.0,0.89,0,11,94.0,1.5,12.0,2.0,1.0,0.0
21850,75,20,21.0,1005.0,1.79,0,12,94.0,0.8,12.8,0.0,1.0,0.0
21851,74,20,21.0,1005.0,3.58,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21852,63,21,21.0,1005.0,5.37,0,0,100.0,0.0,0.0,0.0,0.0,0.0
21853,61,21,22.0,1004.0,7.16,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21854,61,21,23.0,1004.0,8.95,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21855,59,21,24.0,1004.0,0.89,0,0,83.0,0.0,0.0,2.0,0.0,0.0
21856,67,21,24.0,1003.0,1.79,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21857,69,21,24.0,1003.0,3.58,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21858,73,21,24.0,1003.0,5.37,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21859,72,21,24.0,1003.0,7.16,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21860,73,21,24.0,1004.0,8.95,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21861,81,20,24.0,1004.0,10.74,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21862,83,21,23.0,1004.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21863,98,21,23.0,1004.0,1.78,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21864,106,21,22.0,1004.0,0.89,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21865,110,21,22.0,1004.0,0.89,0,0,94.0,0.0,0.0,2.0,0.0,0.0
21866,98,21,22.0,1004.0,1.79,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21867,104,21,22.0,1004.0,0.89,0,0,94.0,0.0,0.0,2.0,0.0,0.0
21868,105,21,23.0,1004.0,1.79,0,0,88.0,0.0,0.0,1.0,0.0,0.0
21869,97,21,22.0,1004.0,3.58,0,0,94.0,0.0,0.0,1.0,0.0,0.0
21870,127,21,22.0,1004.0,5.37,0,0,94.0,0.0,0.0,1.0,0.0,0.0
21871,128,21,22.0,1004.0,0.89,0,0,94.0,0.0,0.0,2.0,0.0,0.0
21872,128,22,23.0,1004.0,1.79,0,0,94.0,0.0,0.0,1.0,0.0,0.0
21873,100,22,25.0,1004.0,4.92,0,0,83.0,0.0,0.0,1.0,0.0,0.0
21874,78,22,27.0,1004.0,6.71,0,0,74.0,0.0,0.0,1.0,0.0,0.0
21875,70,22,29.0,1004.0,0.89,0,0,65.0,0.0,0.0,2.0,0.0,0.0
21876,50,21,29.0,1004.0,1.79,0,0,62.0,0.0,0.0,3.0,0.0,0.0
21877,36,18,32.0,1003.0,1.79,0,0,43.0,0.0,0.0,1.0,0.0,0.0
21878,30,15,33.0,1003.0,0.89,0,0,33.0,0.0,0.0,2.0,0.0,0.0
21879,24,16,34.0,1002.0,1.78,0,0,34.0,0.0,0.0,2.0,0.0,0.0
21880,21,16,34.0,1002.0,2.67,0,0,34.0,0.0,0.0,2.0,0.0,0.0
21881,27,16,34.0,1001.0,3.13,0,0,34.0,0.0,0.0,0.0,0.0,0.0
21882,40,15,33.0,1001.0,6.26,0,0,33.0,0.0,0.0,0.0,0.0,0.0
21883,40,19,31.0,1001.0,12.07,0,0,48.0,0.0,0.0,0.0,0.0,0.0
21884,27,19,29.0,1002.0,15.2,0,0,54.0,0.0,0.0,0.0,0.0,0.0
21885,42,19,29.0,1002.0,19.22,0,0,54.0,0.0,0.0,0.0,0.0,0.0
21886,71,20,28.0,1002.0,22.35,0,0,61.0,0.0,0.0,0.0,0.0,0.0
21887,69,20,27.0,1002.0,26.37,0,0,65.0,0.0,0.0,0.0,0.0,0.0
21888,69,22,27.0,1002.0,30.39,0,0,74.0,0.0,0.0,0.0,0.0,0.0
21889,77,22,26.0,1002.0,34.41,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21890,77,22,26.0,1002.0,37.54,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21891,90,22,24.0,1001.0,39.33,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21892,104,22,24.0,1001.0,0.89,0,0,88.0,0.0,0.0,2.0,0.0,0.0
21893,112,22,23.0,1001.0,1.79,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21894,126,22,23.0,1001.0,3.58,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21895,131,22,23.0,1001.0,5.37,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21896,134,23,24.0,1001.0,8.5,0,0,94.0,0.0,0.0,0.0,0.0,0.0
21897,135,23,25.0,1000.0,11.63,0,0,88.0,0.0,0.0,0.0,0.0,0.0
21898,145,24,27.0,1000.0,13.42,0,0,83.0,0.0,0.0,0.0,0.0,0.0
21899,138,24,28.0,1000.0,15.21,0,0,78.0,0.0,0.0,0.0,0.0,0.0
21900,140,24,30.0,999.0,18.34,0,0,70.0,0.0,0.0,0.0,0.0,0.0
21901,137,24,32.0,998.0,21.47,0,0,62.0,0.0,0.0,0.0,0.0,0.0
21902,129,24,33.0,998.0,24.6,0,0,59.0,0.0,0.0,0.0,0.0,0.0
