,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
14278,14279,2011,8,18,22,2,,,,47.0,21.0,88.0,1012.0,23.0,SE,37.11,0.0,0.0
14279,14280,2011,8,18,23,2,,,,48.0,21.0,88.0,1012.0,23.0,SE,40.24,0.0,0.0
14280,14281,2011,8,19,0,2,,,,55.0,21.0,94.0,1012.0,22.0,SE,43.37,0.0,0.0
14281,14282,2011,8,19,1,2,,,,61.0,21.0,94.0,1012.0,22.0,SE,44.26,0.0,0.0
14282,14283,2011,8,19,2,2,,,,56.0,21.0,100.0,1012.0,21.0,SE,46.05,0.0,0.0
14283,14284,2011,8,19,3,2,,,,51.0,20.0,94.0,1012.0,21.0,cv,0.89,0.0,0.0
14284,14285,2011,8,19,4,2,,,,62.0,20.0,94.0,1012.0,21.0,SE,0.89,0.0,0.0
14285,14286,2011,8,19,5,2,,,,63.0,20.0,94.0,1012.0,21.0,cv,0.89,0.0,0.0
14286,14287,2011,8,19,6,2,,,,60.0,20.0,100.0,1013.0,20.0,SE,0.89,0.0,0.0
14287,14288,2011,8,19,7,2,,,,75.0,21.0,94.0,1012.0,22.0,cv,0.89,0.0,0.0
14288,14289,2011,8,19,8,2,,,,77.0,22.0,88.0,1013.0,24.0,cv,1.78,0.0,0.0
14289,14290,2011,8,19,9,2,,,,67.0,22.0,83.0,1013.0,25.0,cv,2.67,0.0,0.0
14290,14291,2011,8,19,10,2,,,,87.0,22.0,74.0,1013.0,27.0,NE,1.79,0.0,0.0
14291,14292,2011,8,19,11,2,,,,81.0,21.0,62.0,1013.0,29.0,cv,3.13,0.0,0.0
14292,14293,2011,8,19,12,2,,,,59.0,22.0,65.0,1013.0,29.0,SE,4.02,0.0,0.0
14293,14294,2011,8,19,13,2,,,,48.0,19.0,54.0,1012.0,29.0,SE,8.94,0.0,0.0
14294,14295,2011,8,19,14,2,,,,54.0,20.0,55.0,1012.0,30.0,SE,12.96,0.0,0.0
14295,14296,2011,8,19,15,2,,,,48.0,18.0,48.0,1011.0,30.0,SE,16.98,0.0,0.0
14296,14297,2011,8,19,16,2,,,,42.0,17.0,48.0,1011.0,29.0,SE,21.0,0.0,0.0
14297,14298,2011,8,19,17,2,,,,34.0,18.0,48.0,1011.0,30.0,SE,24.13,0.0,0.0
14298,14299,2011,8,19,18,2,,,,48.0,19.0,58.0,1011.0,28.0,SE,27.26,0.0,0.0
14299,14300,2011,8,19,19,2,,,,54.0,19.0,65.0,1011.0,26.0,SE,30.39,0.0,0.0
14300,14301,2011,8,19,20,2,,,,50.0,19.0,69.0,1012.0,25.0,SE,34.41,0.0,0.0
14301,14302,2011,8,19,21,2,,,,51.0,19.0,78.0,1012.0,23.0,SE,36.2,0.0,0.0
14302,14303,2011,8,19,22,2,,,,69.0,19.0,83.0,1012.0,22.0,SE,37.99,0.0,0.0
14303,14304,2011,8,19,23,2,,,,67.0,19.0,88.0,1012.0,21.0,SE,39.78,0.0,0.0
14304,14305,2011,8,20,0,2,,,,68.0,20.0,88.0,1012.0,22.0,SE,41.57,0.0,0.0
14305,14306,2011,8,20,1,2,,,,85.0,19.0,88.0,1012.0,21.0,SE,43.36,0.0,0.0
14306,14307,2011,8,20,2,2,,,,76.0,19.0,93.0,1013.0,20.0,SE,45.15,0.0,0.0
14307,14308,2011,8,20,3,2,,,,81.0,20.0,100.0,1013.0,20.0,SE,46.94,0.0,0.0
14308,14309,2011,8,20,4,2,,,,82.0,19.0,100.0,1013.0,19.0,NE,1.79,0.0,0.0
14309,14310,2011,8,20,5,2,,,,96.0,19.0,100.0,1013.0,19.0,NE,3.58,0.0,0.0
14310,14311,2011,8,20,6,2,,,,89.0,19.0,93.0,1013.0,20.0,NE,5.37,0.0,0.0
14311,14312,2011,8,20,7,2,,,,120.0,21.0,100.0,1013.0,21.0,cv,0.89,0.0,0.0
14312,14313,2011,8,20,8,2,,,,124.0,21.0,94.0,1013.0,22.0,cv,1.78,0.0,0.0
14313,14314,2011,8,20,9,2,,,,106.0,21.0,83.0,1013.0,24.0,NE,1.79,0.0,0.0
14314,14315,2011,8,20,10,2,,,,79.0,22.0,74.0,1013.0,27.0,cv,0.89,0.0,0.0
14315,14316,2011,8,20,11,2,,,,85.0,21.0,65.0,1013.0,28.0,cv,1.78,0.0,0.0
14316,14317,2011,8,20,12,2,,,,92.0,21.0,58.0,1012.0,30.0,SE,1.79,0.0,0.0
14317,14318,2011,8,20,13,2,,,,99.0,20.0,52.0,1012.0,31.0,SE,3.58,0.0,0.0
14318,14319,2011,8,20,14,2,,,,97.0,20.0,49.0,1011.0,32.0,SE,6.71,0.0,0.0
14319,14320,2011,8,20,15,2,,,,74.0,21.0,55.0,1010.0,31.0,SE,9.84,0.0,0.0
14320,14321,2011,8,20,16,2,,,,54.0,20.0,52.0,1010.0,31.0,SE,13.86,0.0,0.0
14321,14322,2011,8,20,17,2,,,,47.0,20.0,52.0,1010.0,31.0,SE,16.99,0.0,0.0
14322,14323,2011,8,20,18,2,,,,45.0,20.0,58.0,1010.0,29.0,SE,21.01,0.0,0.0
14323,14324,2011,8,20,19,2,,,,44.0,20.0,65.0,1011.0,27.0,SE,24.14,0.0,0.0
14324,14325,2011,8,20,20,2,,,,54.0,20.0,73.0,1011.0,25.0,SE,27.27,0.0,0.0
14325,14326,2011,8,20,21,2,,,,45.0,20.0,73.0,1011.0,25.0,SE,31.29,0.0,0.0
14326,14327,2011,8,20,22,2,,,,57.0,21.0,88.0,1012.0,23.0,cv,0.89,0.0,0.0
14327,14328,2011,8,20,23,2,,,,60.0,20.0,88.0,1012.0,22.0,SE,1.79,0.0,0.0
14328,14329,2011,8,21,0,2,,,,61.0,21.0,94.0,1012.0,22.0,SE,2.68,0.0,0.0
14329,14330,2011,8,21,1,2,,,,73.0,20.0,94.0,1011.0,21.0,SE,4.47,0.0,0.0
14330,14331,2011,8,21,2,2,,,,90.0,20.0,94.0,1012.0,21.0,NE,1.79,0.0,0.0
14331,14332,2011,8,21,3,2,,,,92.0,20.0,94.0,1012.0,21.0,NE,2.68,0.0,0.0
14332,14333,2011,8,21,4,2,,,,105.0,19.0,93.0,1012.0,20.0,cv,0.89,0.0,0.0
14333,14334,2011,8,21,5,2,,,,102.0,19.0,100.0,1012.0,19.0,NE,0.89,0.0,0.0
14334,14335,2011,8,21,6,2,,,,110.0,20.0,100.0,1012.0,20.0,NE,1.78,0.0,0.0
14335,14336,2011,8,21,7,2,,,,118.0,21.0,94.0,1012.0,22.0,cv,0.89,0.0,0.0
14336,14337,2011,8,21,8,2,,,,107.0,22.0,88.0,1012.0,24.0,cv,1.78,0.0,0.0
14337,14338,2011,8,21,9,2,,,,92.0,22.0,83.0,1012.0,25.0,NW,1.79,0.0,0.0
14338,14339,2011,8,21,10,2,,,,85.0,22.0,69.0,1011.0,28.0,cv,0.89,0.0,0.0
14339,14340,2011,8,21,11,2,,,,91.0,22.0,69.0,1011.0,28.0,SE,1.79,0.0,0.0
14340,14341,2011,8,21,12,2,,,,100.0,22.0,62.0,1010.0,30.0,cv,1.79,0.0,0.0
14341,14342,2011,8,21,13,2,,,,79.0,22.0,58.0,1010.0,31.0,SE,1.79,0.0,0.0
14342,14343,2011,8,21,14,2,,,,48.0,21.0,55.0,1009.0,31.0,SE,5.81,0.0,0.0
14343,14344,2011,8,21,15,2,,,,52.0,19.0,46.0,1008.0,32.0,SE,11.62,0.0,0.0
14344,14345,2011,8,21,16,2,,,,69.0,19.0,48.0,1008.0,31.0,SE,16.54,0.0,0.0
14345,14346,2011,8,21,17,2,,,,71.0,21.0,58.0,1008.0,30.0,SE,20.56,0.0,0.0
14346,14347,2011,8,21,18,2,,,,72.0,18.0,51.0,1008.0,29.0,SE,25.48,0.0,0.0
14347,14348,2011,8,21,19,2,,,,77.0,19.0,61.0,1009.0,27.0,SE,28.61,0.0,0.0
14348,14349,2011,8,21,20,2,,,,92.0,21.0,83.0,1011.0,24.0,NE,1.79,0.0,0.0
14349,14350,2011,8,21,21,2,,,,,21.0,83.0,1011.0,24.0,cv,0.89,0.0,0.0
14350,14351,2011,8,21,22,2,,,,,21.0,78.0,1009.0,25.0,SE,5.81,0.0,0.0
14351,14352,2011,8,21,23,2,,,,104.0,20.0,83.0,1010.0,23.0,cv,0.89,0.0,0.0
14352,14353,2011,8,22,0,2,,,,106.0,21.0,94.0,1011.0,22.0,cv,1.78,0.0,0.0
14353,14354,2011,8,22,1,2,,,,120.0,20.0,94.0,1010.0,21.0,SE,1.79,0.0,0.0
14354,14355,2011,8,22,2,2,,,,127.0,21.0,94.0,1010.0,22.0,SE,4.92,0.0,0.0
14355,14356,2011,8,22,3,2,,,,145.0,20.0,94.0,1010.0,21.0,NE,1.79,0.0,0.0
14356,14357,2011,8,22,4,2,,,,134.0,20.0,100.0,1010.0,20.0,cv,0.89,0.0,0.0
14357,14358,2011,8,22,5,2,,,,139.0,20.0,100.0,1010.0,20.0,cv,1.78,0.0,0.0
14358,14359,2011,8,22,6,2,,,,81.0,19.0,93.0,1011.0,20.0,cv,2.67,0.0,0.0
14359,14360,2011,8,22,7,2,,,,53.0,20.0,94.0,1011.0,21.0,NW,1.79,0.0,0.0
14360,14361,2011,8,22,8,2,,,,97.0,20.0,78.0,1012.0,24.0,cv,0.89,0.0,0.0
14361,14362,2011,8,22,9,2,,,,94.0,20.0,73.0,1012.0,25.0,NW,1.79,0.0,0.0
14362,14363,2011,8,22,10,2,,,,99.0,20.0,65.0,1012.0,27.0,cv,0.89,0.0,0.0
14363,14364,2011,8,22,11,2,,,,110.0,19.0,54.0,1012.0,29.0,cv,1.78,0.0,0.0
14364,14365,2011,8,22,12,2,,,,117.0,20.0,55.0,1011.0,30.0,cv,3.57,0.0,0.0
14365,14366,2011,8,22,13,2,,,,114.0,19.0,51.0,1011.0,30.0,cv,5.36,0.0,0.0
14366,14367,2011,8,22,14,2,,,,92.0,19.0,48.0,1010.0,31.0,SE,3.13,0.0,0.0
14367,14368,2011,8,22,15,2,,,,74.0,17.0,45.0,1010.0,30.0,SE,7.15,0.0,0.0
14368,14369,2011,8,22,16,2,,,,81.0,17.0,45.0,1010.0,30.0,SE,11.17,0.0,0.0
14369,14370,2011,8,22,17,2,,,,98.0,17.0,48.0,1010.0,29.0,SE,15.19,0.0,0.0
14370,14371,2011,8,22,18,2,,,,120.0,18.0,54.0,1011.0,28.0,SE,18.32,0.0,0.0
14371,14372,2011,8,22,19,2,,,,113.0,18.0,61.0,1012.0,26.0,SE,20.11,0.0,0.0
14372,14373,2011,8,22,20,2,,,,104.0,20.0,83.0,1011.0,23.0,cv,0.89,0.0,0.0
14373,14374,2011,8,22,21,2,,,,,19.0,61.0,1011.0,27.0,cv,4.02,0.0,0.0
14374,14375,2011,8,22,22,2,,,,,20.0,78.0,1012.0,24.0,cv,4.91,0.0,0.0
14375,14376,2011,8,22,23,2,,,,130.0,20.0,83.0,1012.0,23.0,cv,5.8,0.0,0.0
14376,14377,2011,8,23,0,2,,,,,21.0,94.0,1012.0,22.0,NE,1.79,0.0,0.0
14377,14378,2011,8,23,1,2,,,,,21.0,88.0,1012.0,23.0,cv,0.89,0.0,0.0
14378,14379,2011,8,23,2,2,,,,,21.0,93.0,1012.0,22.0,cv,1.78,0.0,0.0
14379,14380,2011,8,23,3,2,,,,,21.0,93.0,1012.0,21.0,cv,2.67,0.0,0.0
14380,14381,2011,8,23,4,2,,,,,19.0,93.0,1012.0,20.0,NW,0.89,0.0,0.0
14381,14382,2011,8,23,5,2,,,,,18.0,93.0,1013.0,19.0,NW,4.02,0.0,0.0
14382,14383,2011,8,23,6,2,,,,,19.0,93.0,1013.0,20.0,NW,5.81,0.0,0.0
14383,14384,2011,8,23,7,2,,,,,20.0,94.0,1013.0,21.0,NW,7.6,0.0,0.0
14384,14385,2011,8,23,8,2,,,,,20.0,83.0,1013.0,23.0,NE,1.79,0.0,0.0
14385,14386,2011,8,23,9,2,,,,,20.0,73.0,1014.0,25.0,NW,1.79,0.0,0.0
14386,14387,2011,8,23,10,2,,,,,21.0,73.0,1014.0,26.0,SE,1.79,0.0,0.0
14387,14388,2011,8,23,11,2,,,,,21.0,69.0,1013.0,27.0,NE,1.79,0.0,0.0
14388,14389,2011,8,23,12,2,,,,,21.0,62.0,1013.0,29.0,cv,0.89,0.0,0.0
14389,14390,2011,8,23,13,2,,,,,19.0,54.0,1012.0,29.0,SE,1.79,0.0,0.0
14390,14391,2011,8,23,14,2,,,,,19.0,54.0,1011.0,29.0,cv,1.79,0.0,0.0
14391,14392,2011,8,23,15,2,,,,,20.0,58.0,1011.0,29.0,SE,1.79,0.0,0.0
14392,14393,2011,8,23,16,2,,,,,19.0,51.0,1010.0,30.0,SE,3.58,0.0,0.0
14393,14394,2011,8,23,17,2,,,,,18.0,51.0,1010.0,29.0,SE,6.71,0.0,0.0
14394,14395,2011,8,23,18,2,,,,,17.0,51.0,1010.0,28.0,SE,9.84,0.0,0.0
14395,14396,2011,8,23,19,2,,,,,17.0,57.0,1010.0,26.0,SE,13.86,0.0,0.0
14396,14397,2011,8,23,20,2,,,,,18.0,69.0,1011.0,24.0,cv,0.89,0.0,0.0
14397,14398,2011,8,23,21,2,,,,,20.0,88.0,1012.0,22.0,SE,1.79,0.0,0.0
14398,14399,2011,8,23,22,2,,,,,20.0,78.0,1012.0,24.0,SE,4.92,0.0,0.0
14399,14400,2011,8,23,23,2,,,,92.0,20.0,83.0,1012.0,23.0,SE,6.71,0.0,0.0
14400,14401,2011,8,24,0,2,,,,,20.0,88.0,1012.0,22.0,SE,8.5,0.0,0.0
14401,14402,2011,8,24,1,2,,,,,20.0,83.0,1012.0,23.0,SE,10.29,0.0,0.0
14402,14403,2011,8,24,2,2,,,,,19.0,83.0,1012.0,22.0,SE,12.08,0.0,0.0
14403,14404,2011,8,24,3,2,,,,,19.0,93.0,1012.0,20.0,NE,1.79,0.0,0.0
14404,14405,2011,8,24,4,2,,,,,19.0,88.0,1012.0,21.0,SE,1.79,0.0,0.0
14405,14406,2011,8,24,5,2,,,,,19.0,93.0,1012.0,20.0,cv,0.45,0.0,0.0
14406,14407,2011,8,24,6,2,,,,,19.0,93.0,1012.0,20.0,cv,1.34,0.0,0.0
14407,14408,2011,8,24,7,2,,,,,20.0,94.0,1012.0,21.0,SE,0.89,0.0,0.0
14408,14409,2011,8,24,8,2,,,,,20.0,83.0,1013.0,23.0,SE,2.68,0.0,0.0
14409,14410,2011,8,24,9,2,,,,137.0,20.0,78.0,1013.0,24.0,cv,0.89,0.0,0.0
14410,14411,2011,8,24,10,2,,,,132.0,21.0,73.0,1013.0,26.0,cv,1.78,0.0,0.0
14411,14412,2011,8,24,11,2,,,,134.0,22.0,74.0,1012.0,27.0,SE,1.79,0.0,0.0
14412,14413,2011,8,24,12,2,,,,129.0,21.0,65.0,1012.0,28.0,SE,4.92,0.0,0.0
14413,14414,2011,8,24,13,2,,,,109.0,21.0,78.0,1012.0,25.0,NW,4.92,0.0,0.0
14414,14415,2011,8,24,14,2,,,,93.0,21.0,65.0,1011.0,28.0,SE,3.13,0.0,0.0
14415,14416,2011,8,24,15,2,,,,87.0,19.0,54.0,1010.0,29.0,SE,7.15,0.0,0.0
14416,14417,2011,8,24,16,2,,,,88.0,18.0,54.0,1010.0,28.0,SE,12.07,0.0,0.0
14417,14418,2011,8,24,17,2,,,,94.0,19.0,58.0,1010.0,28.0,SE,13.86,0.0,0.0
14418,14419,2011,8,24,18,2,,,,70.0,20.0,65.0,1010.0,27.0,SE,16.99,23.3,23.3
14419,14420,2011,8,24,19,2,,,,88.0,21.0,83.0,1011.0,24.0,SE,21.91,0.2,23.5
14420,14421,2011,8,24,20,2,,,,113.0,21.0,94.0,1012.0,22.0,NE,1.79,0.0,0.0
14421,14422,2011,8,24,21,2,,,,115.0,21.0,94.0,1013.0,22.0,NW,1.79,0.0,0.0
14422,14423,2011,8,24,22,2,,,,96.0,20.0,94.0,1013.0,21.0,NE,1.79,0.0,0.0
14423,14424,2011,8,24,23,2,,,,87.0,20.0,94.0,1013.0,21.0,cv,0.89,0.0,0.0
14424,14425,2011,8,25,0,2,,,,93.0,19.0,93.0,1013.0,20.0,NW,1.79,0.0,0.0
14425,14426,2011,8,25,1,2,,,,98.0,19.0,93.0,1013.0,20.0,NW,3.58,0.0,0.0
14426,14427,2011,8,25,2,2,,,,97.0,19.0,93.0,1013.0,20.0,cv,0.89,0.0,0.0
14427,14428,2011,8,25,3,2,,,,97.0,20.0,100.0,1013.0,20.0,SE,1.79,0.0,0.0
14428,14429,2011,8,25,4,2,,,,103.0,20.0,94.0,1013.0,21.0,SE,3.58,0.0,0.0
14429,14430,2011,8,25,5,2,,,,111.0,20.0,94.0,1013.0,21.0,SE,5.37,0.0,0.0
14430,14431,2011,8,25,6,2,,,,110.0,20.0,94.0,1014.0,21.0,SE,7.16,0.0,0.0
14431,14432,2011,8,25,7,2,,,,117.0,21.0,94.0,1014.0,22.0,cv,0.89,0.0,0.0
14432,14433,2011,8,25,8,2,,,,125.0,21.0,88.0,1014.0,23.0,SE,1.79,0.0,0.0
14433,14434,2011,8,25,9,2,,,,106.0,21.0,78.0,1015.0,25.0,SE,4.92,0.0,0.0
14434,14435,2011,8,25,10,2,,,,91.0,21.0,78.0,1015.0,25.0,SE,8.05,0.0,0.0
14435,14436,2011,8,25,11,2,,,,80.0,22.0,78.0,1015.0,26.0,SE,11.18,0.0,0.0
14436,14437,2011,8,25,12,2,,,,97.0,21.0,69.0,1015.0,27.0,SE,14.31,0.2,0.2
14437,14438,2011,8,25,13,2,,,,98.0,20.0,78.0,1014.0,24.0,NE,3.13,0.0,0.0
14438,14439,2011,8,25,14,2,,,,92.0,20.0,88.0,1014.0,22.0,NW,4.92,0.0,0.0
14439,14440,2011,8,25,15,2,,,,93.0,21.0,94.0,1014.0,22.0,NW,6.71,0.1,0.1
14440,14441,2011,8,25,16,2,,,,85.0,21.0,88.0,1014.0,23.0,NW,10.73,0.0,0.0
14441,14442,2011,8,25,17,2,,,,95.0,20.0,83.0,1014.0,23.0,NW,12.52,0.0,0.0
14442,14443,2011,8,25,18,2,,,,93.0,20.0,83.0,1014.0,23.0,NE,1.79,0.0,0.0
14443,14444,2011,8,25,19,2,,,,96.0,20.0,88.0,1014.0,22.0,cv,0.45,0.0,0.0
14444,14445,2011,8,25,20,2,,,,92.0,20.0,94.0,1015.0,21.0,NE,1.79,0.0,0.0
14445,14446,2011,8,25,21,2,,,,109.0,20.0,94.0,1015.0,21.0,cv,0.89,0.0,0.0
14446,14447,2011,8,25,22,2,,,,118.0,20.0,94.0,1015.0,21.0,cv,1.78,0.0,0.0
14447,14448,2011,8,25,23,2,,,,121.0,20.0,94.0,1015.0,21.0,cv,2.67,0.0,0.0
14448,14449,2011,8,26,0,2,,,,108.0,20.0,94.0,1016.0,21.0,NW,1.79,0.0,0.0
14449,14450,2011,8,26,1,2,,,,121.0,21.0,100.0,1015.0,21.0,NW,2.68,0.0,0.0
14450,14451,2011,8,26,2,2,,,,126.0,21.0,100.0,1015.0,21.0,cv,0.89,0.0,0.0
14451,14452,2011,8,26,3,2,,,,114.0,21.0,94.0,1015.0,22.0,cv,1.34,0.0,0.0
14452,14453,2011,8,26,4,2,,,,116.0,21.0,94.0,1015.0,22.0,cv,2.23,1.6,1.6
14453,14454,2011,8,26,5,2,,,,120.0,21.0,100.0,1015.0,21.0,cv,3.12,0.0,0.0
14454,14455,2011,8,26,6,2,,,,126.0,20.0,94.0,1016.0,21.0,NE,1.79,1.1,1.1
14455,14456,2011,8,26,7,2,,,,35.0,21.0,94.0,1016.0,22.0,NE,4.92,69.2,70.3
14456,14457,2011,8,26,8,2,,,,32.0,19.0,93.0,1017.0,20.0,NW,5.81,26.5,96.8
14457,14458,2011,8,26,9,2,,,,31.0,19.0,93.0,1017.0,20.0,NW,8.94,4.3,101.1
14458,14459,2011,8,26,10,2,,,,57.0,19.0,93.0,1017.0,20.0,NW,9.83,1.2,102.3
14459,14460,2011,8,26,11,2,,,,69.0,20.0,94.0,1017.0,21.0,NW,13.85,0.0,0.0
14460,14461,2011,8,26,12,2,,,,70.0,22.0,88.0,1016.0,24.0,NW,16.98,0.0,0.0
14461,14462,2011,8,26,13,2,,,,82.0,22.0,78.0,1016.0,26.0,NW,20.11,0.0,0.0
14462,14463,2011,8,26,14,2,,,,75.0,22.0,78.0,1015.0,26.0,NW,23.24,0.0,0.0
14463,14464,2011,8,26,15,2,,,,80.0,22.0,74.0,1015.0,27.0,NW,26.37,0.0,0.0
14464,14465,2011,8,26,16,2,,,,71.0,21.0,69.0,1014.0,27.0,NW,29.5,0.0,0.0
14465,14466,2011,8,26,17,2,,,,80.0,21.0,73.0,1014.0,26.0,NW,32.63,0.0,0.0
14466,14467,2011,8,26,18,2,,,,95.0,21.0,73.0,1014.0,26.0,NW,35.76,0.2,0.2
14467,14468,2011,8,26,19,2,,,,108.0,21.0,73.0,1014.0,26.0,NW,37.55,0.1,0.3
14468,14469,2011,8,26,20,2,,,,118.0,21.0,83.0,1015.0,24.0,NW,40.68,0.0,0.0
14469,14470,2011,8,26,21,2,,,,118.0,21.0,88.0,1015.0,23.0,cv,0.89,0.0,0.0
14470,14471,2011,8,26,22,2,,,,111.0,21.0,94.0,1015.0,22.0,cv,1.78,0.0,0.0
14471,14472,2011,8,26,23,2,,,,118.0,20.0,94.0,1015.0,21.0,cv,2.67,0.0,0.0
14472,14473,2011,8,27,0,2,,,,111.0,21.0,100.0,1015.0,21.0,NE,0.89,0.0,0.0
14473,14474,2011,8,27,1,2,,,,111.0,20.0,94.0,1014.0,21.0,SE,0.89,0.0,0.0
14474,14475,2011,8,27,2,2,,,,103.0,21.0,100.0,1014.0,21.0,SE,2.68,0.0,0.0
14475,14476,2011,8,27,3,2,,,,92.0,20.0,94.0,1014.0,21.0,SE,4.47,0.1,0.1
14476,14477,2011,8,27,4,2,,,,111.0,20.0,100.0,1014.0,20.0,cv,0.89,0.0,0.0
14477,14478,2011,8,27,5,2,,,,124.0,19.0,93.0,1014.0,20.0,cv,1.78,0.0,0.0
14478,14479,2011,8,27,6,2,,,,112.0,20.0,100.0,1014.0,20.0,cv,2.67,0.0,0.0
14479,14480,2011,8,27,7,2,,,,120.0,21.0,100.0,1014.0,21.0,NW,1.79,0.0,0.0
14480,14481,2011,8,27,8,2,,,,115.0,21.0,94.0,1014.0,22.0,NW,3.58,0.0,0.0
14481,14482,2011,8,27,9,2,,,,95.0,21.0,88.0,1014.0,23.0,NW,5.37,0.0,0.0
14482,14483,2011,8,27,10,2,,,,110.0,21.0,78.0,1015.0,25.0,SE,1.79,0.0,0.0
14483,14484,2011,8,27,11,2,,,,109.0,21.0,73.0,1014.0,26.0,SE,3.58,0.0,0.0
14484,14485,2011,8,27,12,2,,,,71.0,20.0,69.0,1014.0,26.0,SE,6.71,0.0,0.0
14485,14486,2011,8,27,13,2,,,,80.0,18.0,57.0,1013.0,27.0,SE,9.84,0.0,0.0
14486,14487,2011,8,27,14,2,,,,64.0,18.0,57.0,1013.0,27.0,SE,12.97,0.0,0.0
14487,14488,2011,8,27,15,2,,,,87.0,20.0,69.0,1012.0,26.0,SE,17.89,0.0,0.0
14488,14489,2011,8,27,16,2,,,,58.0,18.0,61.0,1012.0,26.0,SE,21.91,0.0,0.0
14489,14490,2011,8,27,17,2,,,,69.0,18.0,65.0,1012.0,25.0,SE,25.93,0.0,0.0
14490,14491,2011,8,27,18,2,,,,56.0,17.0,64.0,1011.0,24.0,SE,29.06,0.0,0.0
14491,14492,2011,8,27,19,2,,,,55.0,18.0,78.0,1012.0,22.0,SE,30.85,0.0,0.0
14492,14493,2011,8,27,20,2,,,,52.0,18.0,78.0,1012.0,22.0,cv,0.89,0.0,0.0
14493,14494,2011,8,27,21,2,,,,62.0,18.0,82.0,1012.0,21.0,SE,0.89,0.0,0.0
14494,14495,2011,8,27,22,2,,,,78.0,18.0,88.0,1012.0,20.0,cv,0.45,0.0,0.0
14495,14496,2011,8,27,23,2,,,,78.0,18.0,93.0,1012.0,19.0,cv,1.34,0.0,0.0
14496,14497,2011,8,28,0,2,,,,86.0,18.0,93.0,1012.0,19.0,cv,2.23,0.0,0.0
14497,14498,2011,8,28,1,2,,,,102.0,18.0,100.0,1012.0,18.0,NW,1.79,0.0,0.0
14498,14499,2011,8,28,2,2,,,,98.0,18.0,100.0,1011.0,18.0,cv,0.89,0.0,0.0
14499,14500,2011,8,28,3,2,,,,122.0,18.0,100.0,1011.0,18.0,cv,1.34,0.0,0.0
14500,14501,2011,8,28,4,2,,,,100.0,17.0,100.0,1011.0,17.0,NW,1.79,0.0,0.0
14501,14502,2011,8,28,5,2,,,,103.0,18.0,100.0,1011.0,18.0,NW,2.68,0.0,0.0
14502,14503,2011,8,28,6,2,,,,97.0,17.0,93.0,1011.0,18.0,NW,4.47,0.0,0.0
14503,14504,2011,8,28,7,2,,,,101.0,19.0,93.0,1011.0,20.0,NW,6.26,0.0,0.0
14504,14505,2011,8,28,8,2,,,,98.0,20.0,94.0,1011.0,21.0,NW,8.05,0.0,0.0
14505,14506,2011,8,28,9,2,,,,84.0,20.0,78.0,1011.0,24.0,NW,11.18,0.0,0.0
14506,14507,2011,8,28,10,2,,,,84.0,20.0,73.0,1011.0,25.0,NE,1.79,0.0,0.0
14507,14508,2011,8,28,11,2,,,,77.0,19.0,61.0,1011.0,27.0,cv,0.89,0.0,0.0
14508,14509,2011,8,28,12,2,,,,83.0,19.0,61.0,1010.0,27.0,NE,1.79,0.0,0.0
14509,14510,2011,8,28,13,2,,,,89.0,18.0,54.0,1009.0,28.0,NW,3.13,0.0,0.0
14510,14511,2011,8,28,14,2,,,,86.0,19.0,54.0,1009.0,29.0,NW,4.92,0.0,0.0
14511,14512,2011,8,28,15,2,,,,84.0,19.0,54.0,1008.0,29.0,SE,1.79,0.0,0.0
14512,14513,2011,8,28,16,2,,,,63.0,20.0,58.0,1007.0,29.0,SE,3.58,0.0,0.0
14513,14514,2011,8,28,17,2,,,,75.0,20.0,61.0,1007.0,28.0,SE,5.37,0.0,0.0
14514,14515,2011,8,28,18,2,,,,72.0,19.0,61.0,1007.0,27.0,SE,9.39,0.0,0.0
14515,14516,2011,8,28,19,2,,,,75.0,19.0,69.0,1008.0,25.0,SE,13.41,0.0,0.0
14516,14517,2011,8,28,20,2,,,,69.0,19.0,65.0,1009.0,26.0,SE,17.43,0.0,0.0
14517,14518,2011,8,28,21,2,,,,75.0,20.0,78.0,1009.0,24.0,cv,0.89,0.0,0.0
14518,14519,2011,8,28,22,2,,,,69.0,20.0,88.0,1009.0,22.0,cv,1.78,0.0,0.0
14519,14520,2011,8,28,23,2,,,,65.0,20.0,94.0,1010.0,21.0,cv,2.67,0.0,0.0
14520,14521,2011,8,29,0,2,,,,76.0,20.0,94.0,1010.0,21.0,SE,0.89,0.0,0.0
14521,14522,2011,8,29,1,2,,,,98.0,20.0,94.0,1009.0,21.0,cv,0.89,0.0,0.0
14522,14523,2011,8,29,2,2,,,,114.0,20.0,100.0,1009.0,20.0,cv,1.34,0.0,0.0
14523,14524,2011,8,29,3,2,,,,124.0,19.0,93.0,1009.0,20.0,cv,2.23,0.0,0.0
14524,14525,2011,8,29,4,2,,,,143.0,19.0,93.0,1009.0,20.0,cv,3.12,0.0,0.0
14525,14526,2011,8,29,5,2,,,,129.0,20.0,100.0,1010.0,20.0,cv,4.01,0.0,0.0
14526,14527,2011,8,29,6,2,,,,150.0,19.0,93.0,1010.0,20.0,NW,0.89,0.0,0.0
14527,14528,2011,8,29,7,2,,,,151.0,20.0,94.0,1010.0,21.0,cv,0.89,0.0,0.0
